xmllint
0.0000522 732
1.1091252 1502 113
1.1163256 1505 113
1.1235340 1507 113
1.1307201 1509 113
1.1379247 1511 113
1.1451133 1513 113
1.1523323 1515 113
1.1595439 1517 113
1.1667395 1519 113
1.1739349 1521 113
1.1811372 1523 113
1.1883520 1525 113
1.1955605 1527 113
1.2027758 1529 113
1.2099626 1531 113
1.2171588 1533 113
1.2243428 1535 113
1.2315314 1537 113
1.2387336 1539 113
1.2459433 1540 113
1.2531262 1542 114
1.2603091 1544 114
1.2675048 1546 114
1.2747072 1548 114
1.2819117 1550 114
1.2891220 1551 114
1.2963200 1553 114
1.3035101 1555 114
1.3107099 1557 114
1.3178858 1558 114
1.3251032 1560 114
1.3323102 1562 114
1.3395083 1564 114
1.3467022 1565 114
1.3538984 1567 114
1.3611077 1569 114
1.3683106 1570 114
1.3755203 1572 114
1.3827334 1574 114
1.3899408 1575 114
1.3971445 1577 114
1.4043445 1578 114
1.4115546 1580 114
1.4187431 1582 114
1.4259440 1583 114
1.4331488 1585 114
1.4403611 1586 114
1.4475499 1588 115
1.4547568 1589 115
1.4619775 1591 115
1.4691751 1592 115
1.4763908 1594 115
1.4835913 1595 115
1.4907837 1597 115
1.4979720 1598 115
1.5051784 1600 115
1.5123751 1601 115
1.5195620 1603 115
1.5267586 1604 115
1.5339675 1605 115
1.5411737 1607 115
1.5483824 1608 116
1.5555898 1610 116
1.5627654 1611 116
1.5699763 1612 116
1.5771744 1614 116
1.5843764 1615 116
1.5915660 1616 116
1.5987629 1618 116
1.6059701 1619 116
1.6131669 1620 116
1.6203730 1622 116
1.6275768 1623 116
1.6347941 1624 116
1.6419764 1625 116
1.6491644 1627 116
1.6563523 1628 116
1.6635349 1629 116
1.6707388 1630 116
1.6779387 1631 116
1.6851307 1633 116
1.6923240 1634 116
1.6995280 1635 116
1.7067043 1636 116
1.7138965 1637 116
1.7211178 1639 116
1.7283147 1640 116
1.7355170 1641 116
1.7427193 1642 116
1.7499298 1643 116
1.7571349 1644 116
1.7643406 1645 116
1.7715362 1647 117
1.7787612 1648 117
1.7859697 1649 117
1.7931668 1650 117
1.8003700 1651 118
1.8075707 1652 118
1.8147963 1653 118
1.8219851 1654 118
1.8291815 1655 118
1.8364128 1656 118
1.8436147 1657 118
1.8508265 1658 118
1.8580285 1659 118
1.8652272 1660 118
1.8723947 1661 118
1.8795931 1662 118
1.8867957 1663 119
1.8940000 1664 119
1.9012106 1665 119
1.9084206 1666 119
1.9156254 1667 119
1.9228361 1668 119
1.9300419 1669 119
1.9372361 1670 119
1.9444244 1671 119
1.9516064 1672 119
1.9588153 1673 119
1.9660092 1674 119
1.9732018 1675 119
1.9804105 1675 120
1.9876388 1676 120
1.9948297 1677 120
2.0020316 1678 120
2.0092333 1679 120
2.0164380 1680 120
2.0236389 1681 120
2.0308327 1682 120
2.0380146 1682 120
2.0452018 1683 120
2.0524006 1684 120
2.0595944 1685 121
2.0667955 1686 121
2.0740078 1687 121
2.0811757 1687 121
2.0883685 1688 122
2.0955619 1689 122
2.1027532 1690 122
2.1099822 1691 122
2.1171887 1691 122
2.1243956 1692 122
2.1315951 1693 122
2.1387882 1694 122
2.1459959 1694 122
2.1532001 1695 122
2.1604017 1696 122
2.1676233 1697 122
2.1748380 1697 122
2.1820361 1698 122
2.1892208 1699 122
2.1964216 1700 122
2.2036075 1700 123
2.2108279 1701 123
2.2180213 1702 123
2.2251976 1703 123
2.2323872 1703 123
2.2395568 1704 123
2.2467594 1705 123
2.2539671 1705 123
2.2611553 1706 123
2.2683518 1707 124
2.2755263 1707 124
2.2827092 1708 124
2.2898956 1709 124
2.2971096 1709 124
2.3042893 1710 124
2.3114819 1711 124
2.3186990 1711 124
2.3258863 1712 124
2.3330923 1712 124
2.3403013 1713 124
2.3474894 1714 124
2.3546744 1714 124
2.3618732 1715 124
2.3690557 1716 124
2.3762523 1716 124
2.3834696 1717 124
2.3906886 1717 124
2.3978845 1718 124
2.4050848 1719 124
2.4122760 1719 124
2.4194629 1720 124
2.4266631 1720 124
2.4338749 1721 124
2.4410770 1721 124
2.4482704 1722 124
2.4554422 1723 125
2.4626465 1723 125
2.4698347 1724 126
2.4770343 1724 126
2.4842390 1725 126
2.4914582 1725 126
2.4986567 1726 126
2.5058580 1726 126
2.5130691 1727 127
2.5202830 1727 127
2.5274573 1728 127
2.5346838 1728 127
2.5418888 1729 127
2.5490938 1729 127
2.5562997 1730 127
2.5634847 1730 127
2.5706638 1731 127
2.5778778 1731 127
2.5850688 1732 127
2.5922549 1732 127
2.5994481 1733 127
2.6066356 1733 127
2.6138497 1734 127
2.6210286 1734 127
2.6282169 1735 127
2.6354226 1735 127
2.6426409 1736 127
2.6498360 1736 127
2.6570117 1737 127
2.6642132 1737 127
2.6714157 1738 127
2.6786168 1738 127
2.6858073 1738 127
2.6930171 1739 127
2.7002343 1739 127
2.7074379 1740 127
2.7146502 1740 127
2.7218497 1741 127
2.7290461 1741 127
2.7362306 1742 127
2.7434446 1742 127
2.7506409 1742 127
2.7578412 1743 127
2.7650425 1743 127
2.7722252 1744 127
2.7794348 1744 127
2.7866211 1744 127
2.7938200 1745 127
2.8010299 1745 127
2.8082298 1746 127
2.8154517 1746 127
2.8226380 1746 127
2.8298420 1747 127
2.8370496 1747 127
2.8442274 1747 127
2.8514258 1748 127
2.8586184 1748 127
2.8658295 1749 127
2.8730202 1749 127
2.8802378 1749 127
2.8874335 1750 127
2.8946290 1750 127
2.9018208 1750 127
2.9090071 1751 127
2.9161875 1751 127
2.9233931 1751 127
2.9305925 1752 127
2.9377736 1752 127
2.9449789 1753 127
2.9521857 1753 127
2.9593835 1753 127
2.9665969 1754 127
2.9737808 1754 127
2.9809679 1754 127
2.9881611 1755 127
2.9953749 1755 127
3.0025714 1755 127
3.0097674 1755 127
3.0169904 1756 127
3.0241884 1756 127
3.0313983 1756 127
3.0385983 1757 127
3.0458022 1757 127
3.0530026 1757 127
3.0601849 1758 127
3.0673659 1758 127
3.0745665 1758 127
3.0817547 1759 127
3.0889686 1759 127
3.0961578 1759 127
3.1033759 1759 127
3.1105728 1760 127
3.1177627 1760 127
3.1249580 1760 127
3.1321445 1761 127
3.1393474 1761 127
3.1465512 1761 127
3.1537629 1761 127
3.1609781 1762 127
3.1681689 1762 127
3.1753678 1762 127
3.1825722 1763 127
3.1897961 1763 127
3.1969944 1763 127
3.2041978 1763 127
3.2114012 1764 127
3.2185765 1764 127
3.2257895 1764 127
3.2329912 1764 127
3.2401813 1765 127
3.2473868 1765 127
3.2546202 1765 127
3.2618233 1765 127
3.2690198 1766 127
3.2762166 1766 127
3.2834103 1766 127
3.2906369 1766 127
3.2978367 1767 127
3.3050347 1767 127
3.3122336 1767 127
3.3194312 1767 127
3.3266464 1768 127
3.3338479 1768 127
3.3410501 1768 127
3.3482565 1768 127
3.3554885 1769 128
3.3626967 1769 128
3.3698984 1769 128
3.3770974 1769 128
3.3842927 1769 128
3.3914973 1770 128
3.3986774 1770 128
3.4058675 1770 128
3.4130550 1770 128
3.4202334 1770 128
3.4274346 1771 128
3.4346180 1771 128
3.4418173 1771 128
3.4490189 1771 128
3.4562158 1772 128
3.4634100 1772 128
3.4706106 1772 128
3.4777795 1772 128
3.4849774 1772 128
3.4921497 1773 128
3.4993386 1773 128
3.5065355 1773 128
3.5137267 1773 128
3.5208849 1773 128
3.5281040 1774 128
3.5352916 1774 128
3.5425090 1774 128
3.5497020 1774 128
3.5568993 1774 128
3.5640970 1774 128
3.5712849 1775 128
3.5784943 1775 128
3.5856713 1775 128
3.5928813 1775 128
3.6000872 1775 128
3.6073047 1776 128
3.6144963 1776 128
3.6216807 1776 128
3.6288942 1776 128
3.6360856 1776 128
3.6433095 1776 128
3.6505218 1777 128
3.6577281 1777 128
3.6649207 1777 128
3.6721055 1777 128
3.6792852 1777 128
3.6864928 1777 128
3.6936836 1778 128
3.7008707 1778 128
3.7080637 1778 128
3.7152825 1778 128
3.7224878 1778 128
3.7296819 1778 128
3.7368810 1779 128
3.7440586 1779 128
3.7512623 1779 128
3.7584664 1779 128
3.7656826 1779 128
3.7728725 1779 128
3.7800822 1779 128
3.7872692 1780 129
3.7944718 1780 129
3.8016792 1780 129
3.8088779 1780 129
3.8160617 1780 129
3.8232483 1780 130
3.8304309 1780 130
3.8376214 1781 130
3.8448235 1781 130
3.8520237 1781 130
3.8592382 1781 130
3.8664279 1781 130
3.8736279 1781 130
3.8808127 1781 130
3.8880094 1782 130
3.8952017 1782 130
3.9024026 1782 130
3.9095961 1782 130
3.9167948 1782 130
3.9240147 1782 130
3.9312000 1782 130
3.9384080 1782 130
3.9456222 1783 130
3.9528493 1783 130
3.9600160 1783 130
3.9672277 1783 131
3.9744247 1783 131
3.9815974 1783 131
3.9887892 1783 131
3.9959974 1783 131
4.0031896 1784 131
4.0103861 1784 132
4.0175787 1784 132
4.0247567 1784 132
4.0319553 1784 132
4.0391579 1784 132
4.0463540 1784 132
4.0535457 1784 132
4.0607324 1784 132
4.0679293 1785 132
4.0751444 1785 132
4.0823649 1785 132
4.0895705 1785 132
4.0967836 1785 132
4.1039963 1785 132
4.1112034 1785 132
4.1184066 1785 132
4.1256319 1785 132
4.1328448 1786 132
4.1400477 1786 132
4.1472506 1786 132
4.1544532 1786 132
4.1616560 1786 133
4.1688378 1786 133
4.1760430 1786 133
4.1832258 1786 133
4.1904329 1786 133
4.1976503 1787 133
4.2048514 1787 133
4.2120607 1787 133
4.2192653 1787 133
4.2264708 1787 133
4.2336909 1787 133
4.2408977 1787 133
4.2480939 1787 133
4.2552721 1787 133
4.2624871 1787 134
4.2696693 1787 134
4.2768853 1788 134
4.2840734 1788 134
4.2912861 1788 134
4.2985001 1788 134
4.3057077 1788 134
4.3129146 1788 134
4.3201067 1788 134
4.3273064 1788 134
4.3344938 1788 134
4.3416953 1788 134
4.3488892 1788 134
4.3560697 1789 134
4.3632611 1789 135
4.3704937 1789 135
4.3776871 1789 135
4.3848826 1789 135
4.3920787 1789 135
4.3992925 1789 135
4.4065179 1789 135
4.4137069 1789 135
4.4209008 1789 135
4.4280847 1789 135
4.4353028 1789 135
4.4425187 1790 135
4.4497071 1790 135
4.4569068 1790 135
4.4641053 1790 135
4.4712824 1790 135
4.4784880 1790 135
4.4857066 1790 135
4.4928887 1790 135
4.5000988 1790 135
4.5073178 1790 135
4.5145045 1790 135
4.5217114 1790 135
4.5289102 1791 135
4.5361039 1791 135
4.5432975 1791 135
4.5505018 1791 135
4.5577016 1791 135
4.5648876 1791 135
4.5721107 1791 135
4.5793075 1791 135
4.5864940 1791 135
4.5937087 1791 135
4.6009049 1791 135
4.6080890 1791 135
4.6152809 1791 135
4.6224711 1791 135
4.6296593 1792 135
4.6368447 1792 135
4.6440321 1792 135
4.6512197 1792 135
4.6583937 1792 135
4.6655552 1792 135
4.6727306 1792 135
4.6799304 1792 135
4.6871232 1792 135
4.6943103 1792 135
4.7015140 1792 135
4.7087077 1792 135
4.7158972 1792 135
4.7231056 1792 135
4.7303028 1792 135
4.7374957 1793 135
4.7446999 1793 135
4.7518985 1793 135
4.7590885 1793 135
4.7663103 1793 135
4.7735049 1793 135
4.7806950 1793 135
4.7878578 1793 135
4.7950598 1793 135
4.8022547 1793 135
4.8094640 1793 135
4.8166591 1793 135
4.8238670 1793 135
4.8310837 1793 135
4.8382788 1793 135
4.8454711 1793 136
4.8526716 1793 136
4.8598724 1794 136
4.8670810 1794 136
4.8742699 1794 136
4.8814901 1794 136
4.8886944 1794 136
4.8959046 1794 136
4.9031094 1794 136
4.9103201 1794 136
4.9175230 1794 136
4.9247114 1794 136
4.9319133 1794 136
4.9391141 1794 136
4.9463249 1794 136
4.9535364 1794 136
4.9607307 1794 136
4.9679530 1794 136
4.9751406 1794 136
4.9823340 1794 136
4.9895239 1795 137
4.9967390 1795 137
5.0039459 1795 137
5.0111370 1795 137
5.0183132 1795 137
5.0255052 1795 137
5.0327107 1795 137
5.0399053 1795 137
5.0470858 1795 137
5.0542843 1795 137
5.0614929 1795 137
5.0686600 1795 137
5.0758543 1795 137
5.0830380 1795 138
5.0902467 1795 138
5.0974475 1795 138
5.1046547 1795 138
5.1118603 1795 138
5.1190639 1795 138
5.1262508 1795 138
5.1334529 1796 138
5.1406495 1796 138
5.1478518 1796 138
5.1550509 1796 138
5.1622526 1796 138
5.1694376 1796 138
5.1766343 1796 138
5.1838442 1796 138
5.1910500 1796 138
5.1982433 1796 138
5.2054447 1796 138
5.2126599 1796 138
5.2198625 1796 138
5.2270788 1796 138
5.2343156 1796 138
5.2414864 1796 138
5.2486668 1796 138
5.2558640 1796 138
5.2630553 1796 138
5.2702646 1796 138
5.2774866 1796 138
5.2846903 1796 138
5.2918860 1797 138
5.2990810 1797 138
5.3063012 1797 138
5.3135107 1797 138
5.3207053 1797 138
5.3279166 1797 138
5.3350973 1797 138
5.3422969 1797 138
5.3494841 1797 138
5.3566697 1797 138
5.3638678 1797 138
5.3710743 1797 138
5.3782922 1797 138
5.3854995 1797 138
5.3926995 1797 138
5.3998872 1797 138
5.4070985 1797 138
5.4143098 1797 138
5.4215190 1797 138
5.4287231 1797 138
5.4359289 1797 138
5.4431113 1797 138
5.4503192 1797 138
5.4575076 1797 138
5.4647045 1798 138
5.4718875 1798 138
5.4790843 1798 138
5.4862848 1798 138
5.4935003 1798 138
5.5007156 1798 138
5.5079090 1798 138
5.5150991 1798 138
5.5222857 1798 138
5.5294807 1798 138
5.5366949 1798 138
5.5438882 1798 138
5.5511019 1798 138
5.5583133 1798 138
5.5655373 1798 138
5.5727406 1798 138
5.5799483 1798 138
5.5871634 1798 138
5.5943760 1798 138
5.6016006 1798 138
5.6088197 1798 138
5.6160088 1798 138
5.6231996 1798 138
5.6303741 1798 138
5.6375928 1798 138
5.6447941 1798 138
5.6519977 1798 138
5.6592053 1798 138
5.6663951 1799 138
5.6735780 1799 138
5.6807829 1799 138
5.6879903 1799 138
5.6952158 1799 138
5.7024181 1799 138
5.7095979 1799 138
5.7167986 1799 138
5.7239823 1799 138
5.7311811 1799 138
5.7383754 1799 138
5.7455840 1799 138
5.7527988 1799 138
5.7600001 1799 138
5.7671978 1799 138
5.7744025 1799 138
5.7815971 1799 138
5.7888045 1799 138
5.7959979 1799 138
5.8031824 1799 138
5.8103658 1799 138
5.8175797 1799 138
5.8247833 1799 138
5.8320012 1799 138
5.8391826 1799 138
5.8463778 1799 139
5.8535894 1799 139
5.8607711 1799 139
5.8679705 1799 139
5.8751680 1799 139
5.8823640 1800 139
5.8895504 1800 139
5.8967397 1800 139
5.9039155 1800 139
5.9110932 1800 139
5.9182985 1800 139
5.9254962 1800 139
5.9326966 1800 139
5.9398776 1800 139
5.9470721 1800 139
5.9542945 1800 139
5.9614940 1800 139
5.9686892 1800 139
5.9758820 1800 139
5.9830741 1800 139
5.9902488 1800 139
5.9974631 1800 139
6.0046425 1800 139
6.0118228 1800 139
6.0190302 1800 139
6.0262150 1800 139
6.0334165 1800 139
6.0406241 1800 139
6.0478293 1800 139
6.0550145 1800 139
6.0622103 1800 139
6.0694210 1800 139
6.0766338 1800 139
6.0838255 1800 139
6.0910200 1800 139
6.0982316 1800 139
6.1054034 1800 139
6.1126097 1800 139
6.1198340 1800 139
6.1270135 1800 139
6.1342135 1801 139
6.1414216 1801 139
6.1486194 1801 139
6.1558285 1801 139
6.1630461 1801 139
6.1702562 1801 139
6.1774493 1801 139
6.1846309 1801 139
6.1918529 1801 139
6.1990764 1801 139
6.2062750 1801 139
6.2134426 1801 139
6.2206277 1801 139
6.2278213 1801 139
6.2350482 1801 139
6.2422677 1801 139
6.2494480 1801 139
6.2566418 1801 139
6.2638264 1801 139
6.2710282 1801 139
6.2782102 1801 139
6.2854031 1801 139
6.2925958 1801 139
6.2998059 1801 139
6.3070089 1801 139
6.3142096 1801 139
6.3213863 1801 140
6.3285950 1801 140
6.3357798 1801 140
6.3429707 1801 140
6.3501580 1801 140
6.3573578 1801 140
6.3645513 1801 140
6.3717635 1801 140
6.3789539 1801 140
6.3861745 1802 140
6.3933574 1802 140
6.4005715 1802 140
6.4077956 1802 140
6.4150073 1802 140
6.4222077 1802 140
6.4294054 1802 140
6.4366070 1802 140
6.4438129 1802 140
6.4510115 1802 140
6.4582309 1802 140
6.4654342 1802 140
6.4726398 1802 140
6.4798373 1802 140
6.4870259 1802 140
6.4942591 1802 140
6.5014481 1802 140
6.5086501 1802 140
6.5158230 1802 140
6.5230193 1802 140
6.5302159 1802 140
6.5374184 1802 140
6.5446128 1802 140
6.5518003 1802 140
6.5590053 1802 140
6.5662259 1802 140
6.5734208 1802 140
6.5806021 1802 140
6.5878136 1802 140
6.5950059 1802 140
6.6022178 1802 140
6.6094360 1802 140
6.6166342 1802 140
6.6238253 1802 140
6.6310143 1802 140
6.6382257 1803 140
6.6454263 1803 140
6.6526398 1803 140
6.6598528 1803 140
6.6670624 1803 140
6.6742501 1803 140
6.6814471 1803 140
6.6886330 1803 140
6.6958338 1803 140
6.7030420 1803 140
6.7102254 1803 140
6.7174267 1803 140
6.7246278 1803 140
6.7318372 1803 140
6.7390437 1803 140
6.7462468 1803 140
6.7534349 1803 140
6.7606351 1803 140
6.7678602 1803 140
6.7750395 1803 140
6.7822394 1803 140
6.7894447 1803 140
6.7966679 1803 140
6.8038715 1803 140
6.8110620 1803 140
6.8182543 1803 140
6.8254517 1803 140
6.8326644 1803 140
6.8398541 1803 140
6.8470487 1803 140
6.8542469 1803 140
6.8614565 1803 140
6.8686447 1803 140
6.8758313 1803 140
6.8830197 1804 140
6.8902220 1804 140
6.8974218 1804 140
6.9046172 1804 140
6.9118257 1804 140
6.9190332 1804 140
6.9262466 1804 140
6.9334508 1804 140
6.9406391 1804 140
6.9478626 1804 140
6.9550685 1804 140
6.9622744 1804 140
6.9694654 1804 140
6.9766499 1804 140
6.9838403 1804 140
6.9910397 1804 140
6.9982500 1804 140
7.0054451 1804 140
7.0126383 1804 140
7.0198440 1804 140
7.0270291 1804 141
7.0342399 1804 141
7.0414419 1804 141
7.0486251 1804 141
7.0558384 1804 141
7.0630462 1804 141
7.0702721 1804 141
7.0774661 1804 141
7.0846609 1804 141
7.0918810 1804 141
7.0990682 1804 141
7.1062617 1804 141
7.1134626 1804 141
7.1206679 1804 141
7.1278679 1804 141
7.1350678 1805 141
7.1422596 1805 141
7.1494507 1805 141
7.1566444 1805 142
7.1638387 1805 142
7.1710189 1805 142
7.1782068 1805 142
7.1854069 1805 142
7.1926131 1805 142
7.1998272 1805 142
7.2070099 1805 142
7.2142051 1805 142
7.2214216 1805 142
7.2286052 1805 142
7.2357972 1805 142
7.2429859 1805 142
7.2501783 1805 142
7.2573954 1805 142
7.2645889 1805 142
7.2717932 1805 142
7.2790008 1805 142
7.2861941 1805 142
7.2933737 1805 142
7.3005780 1805 142
7.3077849 1805 142
7.3149894 1805 142
7.3221938 1805 142
7.3294062 1805 142
7.3366043 1805 142
7.3438295 1805 142
7.3510358 1805 142
7.3582469 1805 142
7.3654598 1805 142
7.3726458 1805 142
7.3798545 1805 142
7.3870502 1806 142
7.3942518 1806 142
7.4014549 1806 142
7.4086367 1806 142
7.4158313 1806 142
7.4230436 1806 142
7.4302569 1806 142
7.4374603 1806 142
7.4446199 1806 142
7.4518212 1806 142
7.4590138 1806 142
7.4662216 1806 142
7.4734441 1806 142
7.4806426 1806 142
7.4878355 1806 142
7.4950363 1806 142
7.5022410 1806 142
7.5094264 1806 142
7.5166099 1806 142
7.5238021 1806 142
7.5310072 1806 142
7.5382107 1806 142
7.5454151 1806 142
7.5526032 1806 142
7.5597967 1806 142
7.5670063 1806 142
7.5741994 1806 142
7.5813909 1806 142
7.5885935 1806 142
7.5958116 1806 142
7.6030159 1806 142
7.6102131 1806 142
7.6174040 1806 142
7.6246114 1806 142
7.6317991 1807 142
7.6389862 1807 142
7.6461906 1807 142
7.6533948 1807 142
7.6605892 1807 142
7.6677879 1807 142
7.6749800 1807 142
7.6821835 1807 142
7.6893952 1807 142
7.6965917 1807 142
7.7037814 1807 142
7.7109804 1807 142
7.7181843 1807 142
7.7254049 1807 142
7.7326052 1807 142
7.7398270 1807 142
7.7470206 1807 142
7.7542171 1807 142
7.7614229 1807 143
7.7686190 1807 143
7.7758299 1807 143
7.7830317 1807 143
7.7902373 1807 143
7.7974525 1807 143
7.8046407 1807 143
7.8118523 1807 143
7.8190477 1807 143
7.8262376 1807 143
7.8334356 1807 143
7.8406540 1807 143
7.8478482 1807 143
7.8550331 1807 143
7.8622349 1807 143
7.8694294 1807 143
7.8766314 1807 143
7.8838126 1808 143
7.8910219 1808 143
7.8982260 1808 143
7.9054327 1808 143
7.9126315 1808 143
7.9198507 1808 143
7.9270499 1808 143
7.9342473 1808 143
7.9414700 1808 143
7.9486582 1808 143
7.9558718 1808 143
7.9630641 1808 143
7.9702768 1808 143
7.9774581 1808 143
7.9846621 1808 143
7.9918650 1808 143
7.9990740 1808 143
8.0062688 1808 143
8.0134726 1808 143
8.0206868 1808 143
8.0278959 1808 143
8.0350826 1808 143
8.0422900 1808 143
8.0495075 1808 143
8.0567021 1808 143
8.0639063 1808 143
8.0710833 1808 143
8.0782800 1808 143
8.0854754 1808 143
8.0926658 1808 143
8.0998497 1808 143
8.1070411 1808 143
8.1142310 1808 143
8.1214337 1808 143
8.1286465 1808 143
8.1358470 1809 143
8.1430307 1809 144
8.1502323 1809 144
8.1574301 1809 144
8.1646460 1809 144
8.1718504 1809 144
8.1790453 1809 144
8.1862634 1809 144
8.1934692 1809 144
8.2006886 1809 144
8.2078845 1809 145
8.2150536 1809 145
8.2222231 1809 145
8.2294276 1809 145
8.2366331 1809 145
8.2438231 1809 145
8.2510211 1809 145
8.2582156 1809 145
8.2654293 1809 145
8.2726351 1809 145
8.2798419 1809 145
8.2870332 1809 145
8.2942450 1809 145
8.3014338 1809 145
8.3086147 1809 145
8.3158050 1809 145
8.3230216 1809 145
8.3302250 1809 145
8.3374157 1809 145
8.3446124 1809 145
8.3518116 1809 145
8.3590058 1809 145
8.3661980 1809 145
8.3733858 1809 145
8.3805783 1809 145
8.3877882 1810 145
8.3949849 1810 145
8.4021944 1810 145
8.4093906 1810 145
8.4166022 1810 145
8.4238094 1810 145
8.4310176 1810 145
8.4381931 1810 145
8.4453909 1810 145
8.4526038 1810 145
8.4597929 1810 145
8.4669945 1810 145
8.4741960 1810 145
8.4813938 1810 145
8.4885951 1810 145
8.4957895 1810 145
8.5029922 1810 145
8.5101611 1810 145
8.5173659 1810 145
8.5245769 1810 145
8.5317832 1810 145
8.5389692 1810 145
8.5461530 1810 145
8.5533580 1810 145
8.5605631 1810 145
8.5677567 1810 145
8.5749633 1810 145
8.5821764 1810 145
8.5893843 1810 145
8.5965963 1810 145
8.6038054 1810 145
8.6110041 1810 145
8.6181973 1810 145
8.6253990 1810 145
8.6326001 1810 145
8.6398013 1811 145
8.6470082 1811 145
8.6542216 1811 145
8.6614134 1811 145
8.6686367 1811 145
8.6758638 1811 145
8.6830626 1811 145
8.6902595 1811 145
8.6974689 1811 145
8.7046543 1811 145
8.7118500 1811 145
8.7190556 1811 145
8.7262513 1811 145
8.7334411 1811 145
8.7406404 1811 145
8.7478604 1811 145
8.7550739 1811 145
8.7622725 1811 145
8.7694595 1811 145
8.7766475 1811 145
8.7838426 1811 145
8.7910631 1811 145
8.7982794 1811 145
8.8054805 1811 145
8.8127056 1811 145
8.8199299 1811 145
8.8271260 1811 145
8.8343336 1811 145
8.8415683 1811 145
8.8487607 1811 145
8.8559760 1811 145
8.8631824 1811 145
8.8704093 1811 145
8.8776146 1811 145
8.8848111 1811 145
8.8920261 1812 145
8.8992398 1812 145
8.9064633 1812 145
8.9136607 1812 145
8.9208488 1812 145
8.9280452 1812 145
8.9352291 1812 145
8.9424027 1812 145
8.9496006 1812 145
8.9567859 1812 145
8.9639799 1812 145
8.9711771 1812 145
8.9783566 1812 145
8.9855581 1812 145
8.9927647 1812 145
8.9999615 1812 145
9.0071845 1812 145
9.0143868 1812 145
9.0215880 1812 145
9.0287707 1812 145
9.0359633 1812 145
9.0431965 1812 145
9.0503774 1812 145
9.0575702 1812 145
9.0647541 1812 145
9.0719663 1812 145
9.0791364 1812 145
9.0863580 1812 145
9.0935539 1812 145
9.1007646 1812 145
9.1079682 1812 145
9.1151692 1812 145
9.1223696 1812 145
9.1295640 1812 145
9.1367506 1813 145
9.1439679 1813 145
9.1511683 1813 145
