nm_new
0.0000522 300
3.7080623 868 88
3.7152810 868 88
3.7224865 869 88
3.7296809 869 88
3.7368799 869 88
3.7440575 869 88
3.7512611 869 88
3.7584653 869 88
3.7656810 869 88
3.7728709 869 88
3.7800807 869 88
3.7872680 869 88
3.7944708 869 88
3.8016775 869 88
3.8088768 870 88
3.8160603 870 88
3.8232472 870 88
3.8304296 870 88
3.8376198 870 88
3.8448222 870 88
3.8520222 870 88
3.8592366 870 88
3.8664266 870 88
3.8736267 870 88
3.8808115 870 88
3.8880084 870 88
3.8952005 870 88
3.9024012 871 88
3.9095944 871 88
3.9167933 871 88
3.9240130 871 88
3.9311990 871 88
3.9384064 871 88
3.9456211 871 88
3.9528480 871 88
3.9600145 871 88
3.9672264 871 89
3.9744231 871 89
3.9815958 871 89
3.9887877 871 89
3.9959959 871 89
4.0031885 872 89
4.0103847 872 90
4.0175776 872 90
4.0247550 872 90
4.0319542 872 90
4.0391570 872 90
4.0463529 872 90
4.0535445 872 90
4.0607308 872 90
4.0679281 872 90
4.0751429 872 90
4.0823634 872 90
4.0895691 872 90
4.0967818 872 90
4.1039949 872 90
4.1112022 873 90
4.1184049 873 90
4.1256303 873 90
4.1328436 873 90
4.1400463 873 90
4.1472494 873 90
4.1544519 873 90
4.1616543 873 91
4.1688366 873 91
4.1760416 873 91
4.1832247 873 91
4.1904312 873 91
4.1976490 873 91
4.2048498 873 91
4.2120595 873 91
4.2192639 873 91
4.2264695 873 91
4.2336895 874 91
4.2408967 874 91
4.2480930 874 91
4.2552705 874 91
4.2624858 874 92
4.2696679 874 92
4.2768839 874 92
4.2840720 874 92
4.2912844 874 92
4.2984988 874 92
4.3057060 874 92
4.3129135 874 92
4.3201057 874 92
4.3273051 874 92
4.3344926 874 92
4.3416943 874 92
4.3488879 874 92
4.3560686 874 92
4.3632598 875 93
4.3704921 875 93
4.3776854 875 93
4.3848816 875 93
4.3920772 875 93
4.3992914 875 93
4.4065170 875 93
4.4137056 875 93
4.4208999 875 93
4.4280837 875 93
4.4353018 875 93
4.4425176 875 93
4.4497056 875 93
4.4569058 875 93
4.4641040 875 93
4.4712813 875 93
4.4784864 875 93
4.4857052 875 93
4.4928875 875 93
4.5000971 876 93
4.5073165 876 93
4.5145034 876 93
4.5217100 876 93
4.5289086 876 93
4.5361028 876 93
4.5432960 876 93
4.5505001 876 93
4.5577001 876 93
4.5648864 876 93
4.5721096 876 93
4.5793059 876 93
4.5864925 876 93
4.5937073 876 93
4.6009038 876 93
4.6080873 876 93
4.6152797 876 93
4.6224701 876 93
4.6296578 876 93
4.6368435 876 93
4.6440307 876 93
4.6512183 876 93
4.6583927 877 93
4.6655539 877 93
4.6727293 877 93
4.6799286 877 93
4.6871220 877 93
4.6943087 877 93
4.7015124 877 93
4.7087063 877 93
4.7158957 877 93
4.7231046 877 93
4.7303017 877 93
4.7374941 877 93
4.7446982 877 93
4.7518974 877 93
4.7590871 877 93
4.7663086 877 93
4.7735035 877 93
4.7806935 877 93
4.7878568 877 93
4.7950586 877 93
4.8022535 877 93
4.8094623 877 93
4.8166575 877 93
4.8238655 877 93
4.8310821 877 93
4.8382775 878 93
4.8454701 878 94
4.8526703 878 94
4.8598711 878 94
4.8670797 878 94
4.8742684 878 94
4.8814883 878 94
4.8886927 878 94
4.8959036 878 94
4.9031078 878 94
4.9103187 878 94
4.9175218 878 94
4.9247100 878 94
4.9319119 878 94
4.9391131 878 94
4.9463236 878 94
4.9535348 878 94
4.9607292 878 94
4.9679520 878 94
4.9751393 878 94
4.9823326 878 94
4.9895222 878 94
4.9967374 878 94
5.0039444 878 94
5.0111356 878 94
5.0183114 878 94
5.0255038 878 94
5.0327090 879 94
5.0399043 879 94
5.0470844 879 94
5.0542832 879 94
5.0614917 879 94
5.0686585 879 94
5.0758533 879 94
5.0830369 879 94
5.0902453 879 94
5.0974459 879 94
5.1046536 879 94
5.1118586 879 94
5.1190624 879 94
5.1262492 879 94
5.1334519 879 94
5.1406485 879 94
5.1478501 879 94
5.1550497 879 94
5.1622512 879 94
5.1694364 879 94
5.1766332 879 94
5.1838428 879 94
5.1910489 879 94
5.1982419 879 94
5.2054431 879 94
5.2126586 879 94
5.2198610 879 94
5.2270774 879 94
5.2343146 879 94
5.2414848 879 94
5.2486655 879 94
5.2558628 880 94
5.2630537 880 94
5.2702631 880 94
5.2774851 880 94
5.2846888 880 94
5.2918849 880 94
5.2990798 880 94
5.3062999 880 94
5.3135097 880 94
5.3207042 880 94
5.3279154 880 94
5.3350963 880 94
5.3422954 880 94
5.3494830 880 94
5.3566688 880 94
5.3638663 880 94
5.3710729 880 94
5.3782909 880 94
5.3854980 880 94
5.3926983 880 94
5.3998859 880 94
5.4070971 880 94
5.4143089 880 94
5.4215176 880 94
5.4287215 880 94
5.4359279 880 94
5.4431101 880 94
5.4503181 880 94
5.4575059 880 94
5.4647032 880 94
5.4718859 880 94
5.4790831 880 94
5.4862834 880 94
5.4934991 880 94
5.5007144 881 94
5.5079078 881 94
5.5150980 881 94
5.5222844 881 94
5.5294794 881 94
5.5366936 881 94
5.5438867 881 94
5.5511002 881 94
5.5583122 881 94
5.5655361 881 94
5.5727392 881 94
5.5799472 881 94
5.5871619 881 94
5.5943745 881 94
5.6015991 881 94
5.6088182 881 94
5.6160074 881 94
5.6231986 881 94
5.6303729 881 94
5.6375912 881 94
5.6447929 881 94
5.6519964 881 94
5.6592039 881 94
5.6663940 881 94
5.6735768 881 94
5.6807816 881 94
5.6879892 881 94
5.6952144 881 94
5.7024167 881 94
5.7095969 881 94
5.7167971 881 94
5.7239807 881 94
5.7311794 881 94
5.7383744 881 94
5.7455827 881 94
5.7527972 882 94
5.7599988 882 94
5.7671962 882 94
5.7744016 882 94
5.7815960 882 94
5.7888035 882 94
5.7959966 882 94
5.8031814 882 94
5.8103646 882 94
5.8175787 882 94
5.8247820 882 94
5.8320000 882 94
5.8391810 882 94
5.8463766 882 95
5.8535879 882 95
5.8607694 882 95
5.8679694 882 95
5.8751666 882 95
5.8823626 882 95
5.8895487 882 95
5.8967383 882 95
5.9039141 882 95
5.9110917 882 95
5.9182969 882 95
5.9254949 882 95
5.9326951 882 95
5.9398760 882 95
5.9470708 882 95
5.9542932 882 95
5.9614923 882 95
5.9686878 882 95
5.9758807 882 95
5.9830729 882 95
5.9902477 882 95
5.9974619 882 95
6.0046408 883 95
6.0118213 883 95
6.0190286 883 95
6.0262136 883 95
6.0334155 883 95
6.0406231 883 95
6.0478277 883 95
6.0550132 883 95
6.0622088 883 95
6.0694200 883 95
6.0766325 883 95
6.0838240 883 95
6.0910190 883 95
6.0982303 883 95
6.1054017 883 95
6.1126085 883 95
6.1198324 883 95
6.1270120 883 95
6.1342122 883 95
6.1414200 883 95
6.1486183 883 95
6.1558273 883 95
6.1630444 883 95
6.1702549 883 95
6.1774480 883 95
6.1846294 883 95
6.1918512 883 95
6.1990750 883 95
6.2062740 883 95
6.2134411 883 95
6.2206261 883 95
6.2278197 883 95
6.2350465 883 95
6.2422663 883 95
6.2494470 883 95
6.2566406 884 95
6.2638251 884 95
6.2710270 884 95
6.2782087 884 95
6.2854015 884 95
6.2925947 884 95
6.2998046 884 95
6.3070074 884 95
6.3142079 884 95
6.3213853 884 95
6.3285936 884 95
6.3357789 884 95
6.3429694 884 95
6.3501568 884 95
6.3573566 884 95
6.3645501 884 95
6.3717620 884 95
6.3789529 884 95
6.3861734 884 95
6.3933558 884 95
6.4005699 884 95
6.4077941 884 95
6.4150063 884 95
6.4222062 884 95
6.4294039 884 95
6.4366059 884 95
6.4438112 884 95
6.4510106 884 95
6.4582298 884 95
6.4654332 884 95
6.4726388 884 95
6.4798357 884 95
6.4870243 884 95
6.4942576 884 95
6.5014465 884 95
6.5086490 885 95
6.5158219 885 95
6.5230175 885 95
6.5302144 885 95
6.5374173 885 95
6.5446116 885 95
6.5517990 885 95
6.5590036 885 95
6.5662249 885 95
6.5734195 885 95
6.5806007 885 95
6.5878126 885 95
6.5950044 885 95
6.6022162 885 95
6.6094349 885 95
6.6166328 885 95
6.6238237 885 95
6.6310128 885 95
6.6382243 885 95
6.6454246 885 95
6.6526387 885 95
6.6598513 885 95
6.6670611 885 95
6.6742486 885 95
6.6814456 885 95
6.6886315 885 95
6.6958322 885 95
6.7030404 885 95
6.7102245 885 95
6.7174253 885 95
6.7246263 885 95
6.7318355 885 95
6.7390426 885 95
6.7462458 885 95
6.7534332 885 95
6.7606336 886 95
6.7678587 886 95
6.7750378 886 95
6.7822382 886 95
6.7894432 886 95
6.7966662 886 95
6.8038699 886 95
6.8110606 886 95
6.8182526 886 95
6.8254506 886 95
6.8326633 886 95
6.8398527 886 95
6.8470474 886 95
6.8542452 886 95
6.8614552 886 95
6.8686432 886 95
6.8758298 886 95
6.8830185 886 95
6.8902203 886 95
6.8974205 886 95
6.9046159 886 95
6.9118241 886 95
6.9190320 886 95
6.9262452 886 95
6.9334494 886 95
6.9406375 886 95
6.9478616 886 95
6.9550670 886 95
6.9622733 886 95
6.9694644 886 95
6.9766485 886 95
6.9838393 886 95
6.9910385 886 95
6.9982484 886 95
7.0054440 887 95
7.0126368 887 95
7.0198425 887 95
7.0270277 887 95
7.0342382 887 95
7.0414403 887 95
7.0486235 887 95
7.0558372 887 95
7.0630445 887 95
7.0702706 887 95
7.0774651 887 95
7.0846595 887 95
7.0918795 887 95
7.0990669 887 95
7.1062607 887 95
7.1134615 887 95
7.1206666 887 95
7.1278663 887 95
7.1350661 887 95
7.1422579 887 95
7.1494495 887 95
7.1566431 887 95
7.1638375 887 95
7.1710171 887 95
7.1782056 887 95
7.1854054 887 95
7.1926116 887 95
7.1998259 887 95
7.2070089 887 95
7.2142037 887 95
7.2214204 887 95
7.2286038 887 95
7.2357961 887 95
7.2429847 887 95
7.2501768 887 95
7.2573937 888 95
7.2645871 888 95
7.2717915 888 95
7.2789994 888 95
7.2861928 888 95
7.2933722 888 95
7.3005770 888 95
7.3077837 888 95
7.3149884 888 95
7.3221925 888 95
7.3294048 888 95
7.3366029 888 95
7.3438281 888 95
7.3510347 888 95
7.3582459 888 95
7.3654582 888 95
7.3726441 888 95
7.3798532 888 95
7.3870490 888 95
7.3942504 888 95
7.4014537 888 95
7.4086353 888 95
7.4158300 888 95
7.4230423 888 95
7.4302552 888 95
7.4374587 888 95
7.4446182 888 95
7.4518199 888 95
7.4590121 888 95
7.4662201 888 95
7.4734424 888 95
7.4806414 888 95
7.4878343 888 95
7.4950347 888 95
7.5022394 888 95
7.5094251 889 95
7.5166085 889 95
7.5238006 889 95
7.5310057 889 95
7.5382094 889 95
7.5454141 889 95
7.5526021 889 95
7.5597951 889 95
7.5670046 889 95
7.5741976 889 95
7.5813894 889 95
7.5885923 889 95
7.5958103 889 95
7.6030144 889 95
7.6102116 889 95
7.6174027 889 95
7.6246103 889 95
7.6317981 889 95
7.6389847 889 95
7.6461890 889 95
7.6533937 889 95
7.6605876 889 95
7.6677864 889 95
7.6749789 889 95
7.6821819 889 95
7.6893936 889 95
7.6965903 889 95
7.7037802 889 95
7.7109793 889 95
7.7181828 889 95
7.7254032 889 95
7.7326042 889 95
7.7398254 889 95
7.7470189 889 95
7.7542158 890 95
7.7614211 890 95
7.7686178 890 95
7.7758284 890 95
7.7830306 890 95
7.7902357 890 95
7.7974511 890 95
7.8046392 890 95
7.8118509 890 95
7.8190464 890 95
7.8262360 890 95
7.8334346 890 95
7.8406524 890 95
7.8478470 890 95
7.8550315 890 95
7.8622340 890 95
7.8694276 890 95
7.8766303 890 95
7.8838117 890 95
7.8910207 890 95
7.8982247 890 95
7.9054310 890 95
7.9126305 890 95
7.9198493 890 95
7.9270482 890 95
7.9342459 890 95
7.9414685 890 95
7.9486570 890 95
7.9558707 890 95
7.9630627 890 95
7.9702758 890 95
7.9774568 890 95
7.9846605 890 95
7.9918639 890 95
7.9990728 890 95
8.0062672 891 95
8.0134709 891 95
8.0206858 891 95
8.0278945 891 95
8.0350809 891 95
8.0422888 891 95
8.0495065 891 95
8.0567006 891 95
8.0639052 891 95
8.0710818 891 95
8.0782782 891 95
8.0854739 891 95
8.0926648 891 95
8.0998483 891 95
8.1070401 891 95
8.1142300 891 95
8.1214322 891 95
8.1286456 891 95
8.1358456 891 95
8.1430296 891 95
8.1502312 891 95
8.1574286 891 95
8.1646442 891 95
8.1718491 891 95
8.1790443 891 95
8.1862618 891 95
8.1934677 891 95
8.2006876 891 95
8.2078833 891 96
8.2150518 891 96
8.2222217 891 96
8.2294264 891 96
8.2366319 891 96
8.2438215 891 96
8.2510200 891 96
8.2582146 892 96
8.2654282 892 96
8.2726334 892 96
8.2798405 892 96
8.2870322 892 96
8.2942434 892 96
8.3014326 892 96
8.3086130 892 96
8.3158035 892 96
8.3230202 892 96
8.3302237 892 96
8.3374147 892 96
8.3446108 892 96
8.3518104 892 96
8.3590041 892 96
8.3661967 892 96
8.3733843 892 96
8.3805773 892 96
8.3877868 892 96
8.3949839 892 96
8.4021934 892 96
8.4093890 892 96
8.4166011 892 96
8.4238077 892 96
8.4310160 892 96
8.4381919 892 96
8.4453896 892 96
8.4526024 892 96
8.4597913 892 96
8.4669931 892 96
8.4741944 892 96
8.4813921 892 96
8.4885941 892 96
8.4957880 892 96
8.5029907 892 96
8.5101600 893 96
8.5173648 893 96
8.5245755 893 96
8.5317819 893 96
8.5389677 893 96
8.5461515 893 96
8.5533568 893 96
8.5605621 893 96
8.5677550 893 96
8.5749618 893 96
8.5821751 893 96
8.5893832 893 96
8.5965952 893 96
8.6038038 893 96
8.6110028 893 96
8.6181958 893 96
8.6253973 893 96
8.6325987 893 96
8.6397999 893 96
8.6470067 893 96
8.6542205 893 96
8.6614122 893 96
8.6686352 893 96
8.6758621 893 96
8.6830612 893 96
8.6902579 893 96
8.6974677 893 96
8.7046528 893 96
8.7118484 893 96
8.7190542 893 96
8.7262497 893 96
8.7334393 893 96
8.7406392 893 96
8.7478590 893 96
8.7550727 893 96
8.7622710 894 96
8.7694581 894 96
8.7766463 894 96
8.7838409 894 96
8.7910615 894 96
8.7982776 894 96
8.8054788 894 96
8.8127046 894 96
8.8199284 894 96
8.8271248 894 96
8.8343321 894 96
8.8415669 894 96
8.8487596 894 96
8.8559749 894 96
8.8631815 894 96
8.8704078 894 96
8.8776133 894 96
8.8848096 894 96
8.8920245 894 96
8.8992381 894 96
8.9064620 894 96
8.9136594 894 96
8.9208473 894 96
8.9280435 894 96
8.9352274 894 96
8.9424010 894 96
8.9495990 894 96
8.9567842 894 96
8.9639788 894 96
8.9711758 894 96
8.9783554 894 96
8.9855565 894 96
8.9927635 894 96
8.9999602 894 96
9.0071834 894 96
9.0143856 895 96
9.0215866 895 96
9.0287696 895 96
9.0359623 895 96
9.0431949 895 96
9.0503760 895 96
9.0575690 895 96
9.0647527 895 96
9.0719646 895 96
9.0791347 895 96
9.0863569 895 96
9.0935522 895 96
9.1007634 895 96
9.1079665 895 96
9.1151678 895 96
9.1223682 895 96
9.1295631 895 96
9.1367496 895 96
9.1439663 895 96
9.1511667 895 96
9.1583610 895 96
9.1655540 895 96
9.1727467 895 96
9.1799657 895 96
9.1871805 895 96
9.1943674 895 96
9.2015743 895 96
9.2087621 895 96
9.2159553 895 96
9.2231572 895 96
9.2303821 895 96
9.2376004 895 96
9.2448154 895 96
9.2520039 895 96
9.2591892 896 96
9.2664138 896 96
9.2736028 896 96
9.2808159 896 96
9.2880119 896 96
9.2951966 896 96
9.3023903 896 96
9.3095951 896 96
9.3167824 896 96
9.3239888 896 96
9.3311900 896 96
9.3383917 896 96
9.3456138 896 96
9.3528285 896 96
9.3600132 896 96
9.3672062 896 97
9.3744239 896 97
9.3816291 896 97
9.3888046 896 97
9.3960020 896 97
9.4032087 896 97
9.4104138 896 97
9.4176057 896 97
9.4248164 896 97
9.4320321 896 97
9.4392242 896 97
9.4464307 896 97
9.4536327 896 97
9.4608370 896 97
9.4680258 896 97
9.4752010 896 97
9.4823949 896 97
9.4895956 896 97
9.4968116 896 97
9.5039975 896 97
9.5112065 897 97
9.5184044 897 97
9.5256112 897 97
9.5328325 897 97
9.5400338 897 97
9.5472525 897 97
9.5544542 897 97
9.5616384 897 97
9.5688279 897 97
9.5760417 897 97
9.5832472 897 97
9.5904572 897 97
9.5976606 897 97
9.6048699 897 97
9.6120624 897 97
9.6192697 897 97
9.6264787 897 97
9.6336744 897 97
9.6408522 897 97
9.6480460 897 97
9.6552367 897 97
9.6624228 897 97
9.6696217 897 97
9.6767976 897 97
9.6840085 897 97
9.6911954 897 97
9.6983775 897 97
9.7055924 897 97
9.7127911 897 97
9.7199927 897 97
9.7272060 897 97
9.7343924 897 97
9.7415995 897 97
9.7488007 897 97
9.7559829 897 97
9.7631880 898 97
9.7703970 898 97
9.7775903 898 97
9.7847778 898 97
9.7919709 898 97
9.7991656 898 97
9.8063585 898 97
9.8135614 898 97
9.8207572 898 97
9.8279527 898 97
9.8351604 898 97
9.8423665 898 97
9.8495601 898 97
9.8567609 898 97
9.8639738 898 97
9.8711749 898 97
9.8783746 898 97
9.8855578 898 97
9.8927539 898 97
9.8999686 898 97
9.9071409 898 97
9.9143406 898 97
9.9215515 898 97
9.9287651 898 97
9.9359492 898 97
9.9431534 898 97
9.9503623 898 97
9.9575482 898 97
9.9647543 898 97
9.9719551 898 97
9.9791709 898 97
9.9863731 898 97
9.9935938 898 97
10.0007914 898 97
10.0079940 899 97
10.0151843 899 97
10.0223819 899 97
10.0295682 899 97
10.0367824 899 97
10.0439930 899 97
10.0511867 899 97
10.0583845 899 97
